1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
395	-0.133382	96.072213	103.306640	0.001364	1.3
396	-0.108026	95.466047	103.844316	0.001514	1.3
397	-0.119061	96.466000	102.960320	0.001034	1.5
398	-0.140486	97.465041	102.092034	0.001278	1.5
399	-0.129685	96.858861	102.617120	0.001347	1.4
400	-0.128380	96.280563	103.123115	0.001008	1.2
401	-0.131676	95.885968	103.471248	0.000846	1.2
402	-0.129115	95.304050	103.988958	0.001271	1.2
403	-0.106568	95.066909	104.201422	0.000916	1.1
404	-0.116793	94.465814	104.743876	0.001077	1.5
405	-0.112849	93.861211	105.295224	0.001588	1.3
406	-0.104007	94.841760	104.403947	0.000847	1.2
407	-0.114990	95.814304	103.534726	0.001164	1.2
408	-0.112021	96.737738	102.722689	0.001025	1.2
409	-0.139554	97.737265	101.857971	0.001211	1.3
410	-0.130841	97.535269	102.031548	0.001616	1.3
411	-0.106674	98.497794	101.209709	0.000583	1.4
412	-0.106815	97.900751	101.717919	0.000679	1.2
413	-0.124747	97.313418	102.222869	0.001696	1.2
414	-0.110898	98.313360	101.366159	0.001226	1.2
415	-0.124864	97.707170	101.883795	0.000866	1.2
416	-0.103186	97.110744	102.398279	0.000772	1.3
417	-0.115070	97.112293	102.396937	0.000872	1.5
418	-0.105094	96.743411	102.717739	0.000601	1.2
419	-0.112192	96.412653	103.007101	0.001323	2.6
420	-0.131740	95.812732	103.536119	0.001033	1.3
421	-0.118600	96.812726	102.657305	0.001280	1.7
422	-0.134926	97.799330	101.804757	0.001031	1.6
423	-0.101621	98.616278	101.109458	0.000777	1.4
424	-0.121369	98.026730	101.610260	0.001105	1.2
425	-0.130851	97.697223	101.892333	0.000880	1.5
426	-0.085788	98.694786	101.043140	0.000667	2.8
427	-0.128456	99.432616	100.424099	0.001516	1.3
428	-0.124645	100.374892	99.644472	0.001273	1.2
429	-0.129551	101.374891	98.830217	0.000582	1.2
430	-0.140438	100.860693	99.247236	0.002046	1.5
431	-0.129675	100.254597	99.743327	0.000449	1.2
432	-0.109210	101.151639	99.010845	0.000575	1.2
433	-0.135045	101.607259	98.642911	0.001429	1.2
434	-0.133615	101.014476	99.122148	0.000682	1.2
435	-0.126486	101.995638	98.331430	0.000766	1.2
436	-0.104969	101.557744	98.682765	0.000708	1.2
437	-0.110250	101.108626	99.045721	0.001876	1.4
438	-0.121108	101.937195	98.378176	0.001144	1.6
439	-0.114305	101.331003	98.865673	0.001296	1.2
440	-0.156221	102.326881	98.067322	0.001669	1.2
441	-0.122475	103.326850	97.278560	0.000733	1.2
442	-0.125407	104.085762	96.688359	0.001210	1.3
443	-0.130130	105.084236	95.922674	0.000483	1.3
444	-0.131085	105.977481	95.247888	0.000921	1.2
445	-0.107963	106.897233	94.562929	0.000905	1.5
446	-0.123683	106.298391	95.007776	0.001872	1.2
447	-0.127233	107.297408	94.267976	0.001782	1.1
448	-0.126514	106.691216	94.715497	0.001651	1.1
449	-0.107189	106.085116	95.167219	0.001190	1.3
450	-0.132499	105.478924	95.623339	0.000817	1.1
451	-0.120821	105.787323	95.390743	0.000535	1.2
452	-0.124578	105.585489	95.542839	0.000873	1.3
453	-0.144841	106.504242	94.854389	0.000907	1.4
454	-0.104928	105.904036	95.303013	0.001574	1.3
455	-0.144612	106.898107	94.562283	0.001402	1.2
456	-0.115221	106.291915	95.012609	0.000768	1.2
457	-0.114043	105.708140	95.450355	0.000704	1.2
458	-0.110800	106.289118	95.014697	0.000473	1.1
459	-0.109876	106.906299	94.556226	0.001704	1.1
460	-0.117183	106.300929	95.005881	0.000685	1.4
461	-0.142031	105.695248	95.460068	0.003282	1.4
462	-0.105671	105.788210	95.390076	0.000948	1.2
463	-0.109429	106.788209	94.643607	0.000571	1.1
464	-0.122055	106.203761	95.078454	0.001474	1.2
465	-0.138994	106.551846	94.818988	0.001590	1.2
466	-0.125318	105.949838	95.268629	0.000418	1.2
467	-0.131720	105.523624	95.589556	0.001467	1.3
468	-0.133919	104.923730	96.044939	0.000830	1.2
469	-0.112373	104.320113	96.507550	0.001779	1.2
