1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
134	-0.408986	20.255279	154.233808	0.000201	0.9
135	-0.416083	20.311520	154.023837	0.001872	0.9
136	-0.418937	20.470376	153.433835	0.001868	1.0
137	-0.395907	19.791918	155.985773	0.002318	1.0
138	-0.421921	19.106786	158.650430	0.000762	1.0
139	-0.427747	19.902794	155.562937	0.001879	1.0
140	-0.429495	20.571775	153.059590	0.001359	1.1
141	-0.415983	20.055140	154.985680	0.002221	1.0
142	-0.433340	20.857705	152.014039	0.001112	0.9
143	-0.417331	20.188508	154.483838	0.001256	1.0
144	-0.402666	19.630157	156.606799	0.001273	1.0
145	-0.405294	18.947146	159.284442	0.001276	1.0
146	-0.452208	18.412629	161.444668	0.000951	1.0
147	-0.441568	18.064744	162.882389	0.001327	0.9
148	-0.411788	18.714090	160.219178	0.001892	0.9
149	-0.426928	19.690007	156.376448	0.001780	0.9
150	-0.447495	18.959437	159.235449	0.000989	1.1
151	-0.416603	19.569882	156.839471	0.000781	1.0
152	-0.406803	19.437428	157.353202	0.001645	1.1
153	-0.426027	18.784407	159.935997	0.001787	1.1
154	-0.397687	18.583249	160.748777	0.001529	0.9
155	-0.436523	18.011183	163.106022	0.001844	0.9
156	-0.408081	19.009101	159.037786	0.003162	0.9
157	-0.428809	20.009067	155.159805	0.000546	1.0
158	-0.418910	20.964161	151.628404	0.000762	1.2
159	-0.430853	21.404327	150.054469	0.001197	1.0
160	-0.443349	22.205182	147.273048	0.001317	0.9
161	-0.428574	23.145729	144.135321	0.001921	0.9
162	-0.416107	22.569215	146.042541	0.001338	0.9
163	-0.423847	22.594683	145.957223	0.001606	0.9
164	-0.419745	23.528875	142.895118	0.001762	0.9
165	-0.435130	24.395106	140.168389	0.001159	0.9
166	-0.439130	25.385574	137.175382	0.000840	0.9
167	-0.449019	25.182584	137.778320	0.001102	1.0
168	-0.431510	25.805495	135.944696	0.001006	1.0
169	-0.412322	25.520388	136.777855	0.001259	1.2
170	-0.402973	26.365930	134.336195	0.001806	1.1
171	-0.437200	26.628507	133.595598	0.002554	0.9
172	-0.442912	27.623077	130.862941	0.001532	0.9
173	-0.435802	28.621263	128.230490	0.002742	0.9
174	-0.428578	29.621185	125.697548	0.000692	1.0
175	-0.407288	28.932667	127.430784	0.001009	0.9
176	-0.442363	29.066586	127.089928	0.002425	0.9
177	-0.429764	28.496423	128.553911	0.002332	0.9
178	-0.419860	27.766462	130.478171	0.001916	1.0
179	-0.417484	28.556296	128.398595	0.001610	1.1
180	-0.426759	27.826620	130.317415	0.002851	1.0
181	-0.399470	28.826561	127.702148	0.000637	0.9
182	-0.433903	29.695007	125.514507	0.001124	0.9
183	-0.423699	30.050549	124.640360	0.001237	1.0
184	-0.397666	29.406771	126.232226	0.003164	1.0
185	-0.413045	30.165249	124.360947	0.000560	1.0
186	-0.403628	29.466696	126.082335	0.001049	1.1
187	-0.415594	29.424782	126.187137	0.001662	0.9
188	-0.451410	29.013823	127.224004	0.000507	0.9
189	-0.444994	29.570246	125.824162	0.001475	1.1
190	-0.438704	30.220174	124.227591	0.001339	1.1
191	-0.419127	29.877659	125.063906	0.002526	1.5
192	-0.437086	30.492440	123.570739	0.002267	1.2
193	-0.444131	30.154869	124.386182	0.002097	1.0
194	-0.451606	29.755773	125.364238	0.001472	1.0
195	-0.388795	29.029836	127.183284	0.000946	1.0
196	-0.414834	28.409899	128.779030	0.001330	1.1
197	-0.425653	27.745637	130.533915	0.001039	1.1
198	-0.423487	28.640412	128.181023	0.002192	1.2
199	-0.419348	29.440621	126.147511	0.001189	1.1
200	-0.422998	28.712851	127.994244	0.001330	1.3
201	-0.407427	29.614950	125.713033	0.001371	1.2
202	-0.414913	30.006266	124.748572	0.001550	1.0
203	-0.413814	29.771882	125.324464	0.001310	1.2
204	-0.417845	30.617538	123.271257	0.002369	1.0
205	-0.417659	31.484228	121.235637	0.002018	0.9
206	-0.408111	31.133862	122.050402	0.001594	1.0
207	-0.422502	32.132829	119.755694	0.001723	1.1
208	-0.461175	33.122698	117.565440	0.004312	0.9
209	-0.446595	34.122690	115.432661	0.000830	0.9
210	-0.426307	34.265455	115.134470	0.002209	0.9
211	-0.442017	35.209326	113.201122	0.001194	1.0
212	-0.435587	34.850707	113.927992	0.002113	1.0
213	-0.391709	34.362382	114.932895	0.000686	1.0
214	-0.417058	35.303888	113.011002	0.002836	1.0
215	-0.414041	35.615731	112.388532	0.001456	1.2
216	-0.406952	36.587257	110.492481	0.000996	1.1
217	-0.411814	37.123867	109.472394	0.002037	1.0
218	-0.420053	36.457115	110.742748	0.000989	1.0
219	-0.433882	36.878162	109.937126	0.001841	1.1
220	-0.409931	37.469336	108.825571	0.000845	1.0
221	-0.422624	37.985941	107.872464	0.002651	1.0
222	-0.420031	37.389285	108.974768	0.000789	0.9
223	-0.448465	38.164957	107.546073	0.003493	0.9
224	-0.425617	37.676279	108.441758	0.001493	0.9
225	-0.421901	38.378703	107.158939	0.002167	1.0
226	-0.428943	39.152602	105.780276	0.000317	1.1
227	-0.414125	39.439676	105.277844	0.001477	0.9
228	-0.424055	39.386855	105.369933	0.001951	0.9
229	-0.419855	38.659837	106.653976	0.001377	0.9
230	-0.440953	38.032975	107.786518	0.000704	1.0
231	-0.443849	38.803259	106.398195	0.001914	1.0
232	-0.407315	39.071493	105.923102	0.000819	1.1
233	-0.423657	38.393564	107.132126	0.001564	1.0
234	-0.428186	39.321892	105.483409	0.002000	0.9
235	-0.434867	38.594102	106.771620	0.000360	0.9
236	-0.415154	38.061132	107.735131	0.001382	1.2
237	-0.451798	37.974360	107.893648	0.002245	1.0
238	-0.434667	38.964216	106.112599	0.002378	1.0
239	-0.418839	39.796020	104.660779	0.001464	1.0
240	-0.422877	40.694886	103.135920	0.001377	1.0
241	-0.410035	40.107667	104.127012	0.002595	1.0
242	-0.384394	40.297087	103.805240	0.001145	1.0
243	-0.435030	39.567645	105.055410	0.000904	1.0
244	-0.398030	39.141470	105.799855	0.001817	1.2
245	-0.442654	39.786913	104.676459	0.001033	1.1
246	-0.393127	40.565849	103.352084	0.001036	0.9
247	-0.428146	41.344184	102.061787	0.002511	0.9
248	-0.403104	42.341772	100.454386	0.001535	1.1
249	-0.419551	42.187937	100.698949	0.001580	0.9
250	-0.434105	42.630396	99.998730	0.002945	0.9
251	-0.383530	41.900825	101.158591	0.003057	0.9
252	-0.421150	41.645577	101.570759	0.002386	0.9
253	-0.450208	42.638542	99.985931	0.001352	0.9
254	-0.423204	43.634333	98.445495	0.001955	1.1
255	-0.441094	42.907010	99.565897	0.001561	1.0
256	-0.396130	42.177238	100.716002	0.002448	1.0
257	-0.412211	43.175363	99.149557	0.002498	1.0
258	-0.419319	44.062137	97.798184	0.001527	1.0
259	-0.424311	43.331653	98.908679	0.003636	1.0
260	-0.415145	44.329073	97.398579	0.000985	1.0
261	-0.395784	45.328158	95.931487	0.001724	1.0
262	-0.429789	45.675019	95.432426	0.001839	1.0
263	-0.419397	44.946375	96.486863	0.001411	1.2
264	-0.457210	44.982887	96.433472	0.001844	1.4
265	-0.413801	44.255476	97.508428	0.000877	0.9
266	-0.400320	43.564072	98.552626	0.001805	0.9
267	-0.432355	44.485672	97.165664	0.001663	0.9
268	-0.399336	43.756882	98.259190	0.000932	0.9
269	-0.405761	44.672812	96.888782	0.001496	0.9
270	-0.405172	43.997027	97.896152	0.001654	0.9
271	-0.416124	43.300837	98.956081	0.000679	0.9
272	-0.417549	42.643337	99.978397	0.002493	0.9
273	-0.418331	42.839292	99.671512	0.001660	0.9
274	-0.437524	42.110303	100.822822	0.002873	1.0
275	-0.412218	43.086834	99.286522	0.001081	0.9
276	-0.406578	42.692720	99.900881	0.001026	1.0
277	-0.421272	43.564320	98.552247	0.002002	1.0
278	-0.447055	44.525754	97.106228	0.001461	1.1
279	-0.439936	45.513028	95.664850	0.001858	0.9
280	-0.392396	44.784027	96.724983	0.001206	1.1
281	-0.449487	45.326052	95.934532	0.001562	1.0
282	-0.421194	46.303260	94.541614	0.000981	1.0
283	-0.428872	45.751429	95.323185	0.002389	1.2
284	-0.454569	46.364857	94.455167	0.001298	1.0
285	-0.390875	47.363087	93.075944	0.000791	0.9
286	-0.433336	47.580721	92.780576	0.001211	0.9
287	-0.396788	47.669715	92.660336	0.001666	1.0
288	-0.419314	48.593641	91.430176	0.000790	1.0
289	-0.430921	49.272776	90.546569	0.001753	1.0
290	-0.449488	50.108723	89.482114	0.001113	1.0
291	-0.421115	51.080875	88.275272	0.002536	1.0
292	-0.419547	52.078243	87.070495	0.001650	1.0
293	-0.400584	51.347582	87.949848	0.001483	1.1
294	-0.444810	52.272196	86.840018	0.000592	1.0
295	-0.412305	51.741321	87.473787	0.004057	1.1
296	-0.417656	52.734929	86.295043	0.001410	1.2
297	-0.430404	53.712633	85.165769	0.001166	1.0
298	-0.419820	54.279189	84.524806	0.001499	1.0
299	-0.402537	53.683426	85.199075	0.002823	1.0
300	-0.375694	54.081264	84.747626	0.000838	1.1
301	-0.420432	53.990674	84.850002	0.001298	1.3
302	-0.416890	53.666037	85.218917	0.001161	1.2
303	-0.438628	54.619240	84.144707	0.001705	1.2
304	-0.437404	55.526783	83.146822	0.001678	1.0
305	-0.423664	54.798110	83.946141	0.000970	1.0
306	-0.429790	54.115606	84.708879	0.002182	1.0
307	-0.456324	53.942097	84.905002	0.001911	1.1
308	-0.431933	53.574567	85.323443	0.000900	1.0
309	-0.437803	54.507150	84.269620	0.002689	0.9
310	-0.413578	53.789323	85.078439	0.001218	1.0
311	-0.427941	53.059719	85.916594	0.002395	1.2
312	-0.417072	52.756353	86.269977	0.002067	0.9
313	-0.428876	52.196997	86.929234	0.001685	0.9
314	-0.400162	51.486204	87.781654	0.000580	0.9
315	-0.461432	51.123879	88.222637	0.000412	0.9
316	-0.400291	51.097136	88.255362	0.002227	0.9
317	-0.419667	51.815623	87.384528	0.001510	0.9
318	-0.437060	52.498161	86.573035	0.001194	1.0
319	-0.420324	51.894537	87.289927	0.001015	1.0
320	-0.416745	52.116724	87.024671	0.001653	1.1
321	-0.413082	53.078738	85.894536	0.001621	1.1
322	-0.415014	53.801893	85.064142	0.001829	0.9
323	-0.425578	54.639533	84.122133	0.001053	1.1
324	-0.431008	55.263942	83.433385	0.000398	1.0
325	-0.443898	55.658554	83.003899	0.001418	1.0
326	-0.418814	55.631065	83.033673	0.001273	1.0
327	-0.408667	55.668277	82.993372	0.001594	1.1
328	-0.437909	56.174360	82.449130	0.000660	0.9
329	-0.409413	55.606405	83.060403	0.000897	0.9
330	-0.439579	55.970622	82.667370	0.002723	1.0
331	-0.431991	56.916614	81.663698	0.002663	1.3
332	-0.410049	56.185888	82.436816	0.001747	1.0
333	-0.387560	56.605970	81.990584	0.001225	1.0
334	-0.424772	55.885768	82.758604	0.001743	1.0
335	-0.408006	55.414661	83.268822	0.002421	1.0
336	-0.425231	56.414587	82.193280	0.002271	1.0
337	-0.410852	57.401012	81.159141	0.001585	1.0
338	-0.418151	56.671267	81.921657	0.000925	1.2
339	-0.387536	56.201105	82.420567	0.001169	1.1
340	-0.410695	56.748878	81.839880	0.001732	1.2
341	-0.385430	56.053680	82.578261	0.001233	1.1
342	-0.444292	57.022787	81.552571	0.002913	1.2
343	-0.418993	56.488008	82.115401	0.000866	1.1
344	-0.426037	55.965358	82.673023	0.002157	1.1
345	-0.411861	55.243079	83.456216	0.000878	0.9
346	-0.421484	54.527361	84.247069	0.001809	0.9
347	-0.400964	55.166322	83.540319	0.001494	0.9
348	-0.410035	55.930624	82.710350	0.001202	1.1
349	-0.427498	56.189469	82.432991	0.002089	1.1
350	-0.421126	55.574927	83.094546	0.001484	1.0
351	-0.419449	56.563185	82.035811	0.001708	1.0
352	-0.415765	55.837022	82.811106	0.001671	1.1
353	-0.432110	55.106870	83.605577	0.001602	1.7
354	-0.438997	54.410071	84.378104	0.001456	1.1
355	-0.421431	53.720007	85.157364	0.002021	1.0
356	-0.427343	54.711413	84.042267	0.000364	1.1
357	-0.390660	54.612484	84.152226	0.001529	1.2
358	-0.418596	54.410782	84.377308	0.001519	0.9
359	-0.424231	54.113625	84.711113	0.001822	0.9
360	-0.396704	54.853816	83.884492	0.001696	0.9
361	-0.431213	54.748902	84.000674	0.002882	0.9
362	-0.396885	55.728545	82.928183	0.002061	0.9
363	-0.443651	55.001263	83.721751	0.000961	0.9
364	-0.417202	54.851876	83.886637	0.000889	0.9
365	-0.428342	54.699224	84.055800	0.002043	1.0
366	-0.403817	54.010291	84.827812	0.000508	1.0
367	-0.428441	54.306684	84.493945	0.001130	1.4
368	-0.424800	54.405758	84.382930	0.001511	1.4
369	-0.404528	55.330040	83.361136	0.001283	1.5
370	-0.434476	56.238348	82.380825	0.001675	1.1
371	-0.427665	57.171932	81.396975	0.002161	1.3
372	-0.419436	56.872508	81.709951	0.001070	1.5
373	-0.418806	57.186529	81.381779	0.001798	1.2
374	-0.402742	58.043213	80.499749	0.000799	1.0
375	-0.422885	58.595333	79.941356	0.001520	1.0
376	-0.429020	59.003947	79.533062	0.002177	1.0
377	-0.447248	58.310625	80.228328	0.001604	1.0
378	-0.401280	57.795914	80.752396	0.001876	1.0
379	-0.412432	57.631098	80.921658	0.001473	1.0
380	-0.438917	56.909233	81.671435	0.000878	1.0
381	-0.421317	57.353922	81.207917	0.001707	1.0
382	-0.425433	57.119076	81.452049	0.001535	0.9
383	-0.429333	58.116655	80.425023	0.001582	0.9
384	-0.449188	59.096077	79.441579	0.000945	1.0
385	-0.456567	59.797179	78.752240	0.001349	1.0
386	-0.452124	59.144502	79.393579	0.002995	1.2
387	-0.406169	58.418890	80.118960	0.002383	1.3
388	-0.417620	57.688164	80.862972	0.002010	1.1
389	-0.408344	58.688021	79.848373	0.000795	1.0
390	-0.459336	58.319244	80.219610	0.001587	1.0
391	-0.434297	58.728329	79.808005	0.002283	1.0
392	-0.450838	58.148927	80.392232	0.000573	1.0
393	-0.408140	57.611240	80.942099	0.000984	0.9
394	-0.443142	57.542295	81.013152	0.001069	1.0
395	-0.426245	57.213989	81.353207	0.000956	0.9
396	-0.445532	56.677227	81.915370	0.000365	0.9
397	-0.429721	57.023966	81.551338	0.002017	1.0
398	-0.398049	57.638966	80.913562	0.002052	0.9
399	-0.423829	57.755302	80.794038	0.000646	1.0
400	-0.398665	57.717146	80.833200	0.001009	1.1
401	-0.425329	57.244417	81.321570	0.001094	1.0
402	-0.429506	57.941551	80.603418	0.001608	0.9
403	-0.423508	57.401191	81.158957	0.001241	1.4
404	-0.436965	56.749047	81.839702	0.001592	1.0
405	-0.404926	57.625546	80.927372	0.000999	0.9
406	-0.443925	56.927589	81.652197	0.001386	0.9
407	-0.435042	56.231861	82.387745	0.002632	0.9
408	-0.428665	55.502162	83.173582	0.001773	0.9
409	-0.425735	56.502154	82.100413	0.003401	1.0
410	-0.421593	55.771496	82.881788	0.002119	1.0
411	-0.416116	55.040770	83.678253	0.002092	1.0
412	-0.457850	54.310623	84.489526	0.001530	1.0
413	-0.419849	55.310207	83.382802	0.000730	1.2
414	-0.447153	56.158002	82.466610	0.001268	1.0
415	-0.453420	55.993385	82.642929	0.000620	1.0
416	-0.436850	55.577894	83.091327	0.001062	0.9
417	-0.405580	55.800567	82.850414	0.001319	0.9
418	-0.433923	55.159897	83.547367	0.001817	0.9
419	-0.403975	55.617133	83.048772	0.001017	1.2
420	-0.449624	55.448228	83.232261	0.002060	1.0
421	-0.416327	55.985166	82.651752	0.001009	0.9
422	-0.467624	56.065565	82.565525	0.002433	0.9
423	-0.419927	57.038423	81.536230	0.001196	1.2
424	-0.414598	56.309791	82.304695	0.002066	0.9
425	-0.409458	55.792328	82.859304	0.001363	0.9
426	-0.405902	55.062558	83.654284	0.000885	1.0
427	-0.406955	54.384969	84.406201	0.001227	1.0
428	-0.421786	54.103876	84.722110	0.000707	1.0
429	-0.442950	54.883853	83.851288	0.000832	1.0
430	-0.430955	54.914896	83.817000	0.000792	1.0
431	-0.403964	54.509548	84.266943	0.000764	1.0
432	-0.426603	55.082310	83.632567	0.002443	1.1
433	-0.443158	54.688953	84.067206	0.002523	0.9
434	-0.431702	55.688953	82.970996	0.001096	0.9
435	-0.442627	56.494211	82.108828	0.002293	1.2
436	-0.400031	55.849548	82.797609	0.001486	1.0
437	-0.471056	55.168117	83.538350	0.002767	0.9
438	-0.405259	54.437449	84.347482	0.001187	0.9
439	-0.436376	53.715513	85.162486	0.001577	0.9
440	-0.404652	54.671098	84.087042	0.002497	1.0
441	-0.418369	55.670594	82.990864	0.001878	1.1
442	-0.409638	56.601028	81.995806	0.001566	1.1
443	-0.445360	56.310221	82.304238	0.000435	1.0
444	-0.410855	56.451363	82.154253	0.001078	0.9
445	-0.427471	56.133511	82.492794	0.002758	0.9
446	-0.424718	56.830259	81.754307	0.001504	0.9
447	-0.432005	56.143971	82.481609	0.001304	1.0
448	-0.422739	56.192660	82.429583	0.000851	1.0
449	-0.449308	56.971547	81.606164	0.001260	1.0
450	-0.431529	57.636255	80.916351	0.002100	1.1
451	-0.396797	56.906639	81.674154	0.001403	1.3
452	-0.433739	57.831986	80.715445	0.001588	1.0
453	-0.436999	58.220501	80.319598	0.002194	0.9
454	-0.409918	57.492713	81.064325	0.001187	0.9
455	-0.404229	56.763415	81.824581	0.001583	0.9
456	-0.389605	57.251810	81.313887	0.001921	0.9
457	-0.419033	56.899295	81.681854	0.001483	0.9
458	-0.404335	56.194979	82.427107	0.000830	0.9
459	-0.440231	57.100044	81.471898	0.001682	0.9
460	-0.405740	56.795041	81.791317	0.000968	0.9
461	-0.415055	56.080623	82.549395	0.001739	1.1
462	-0.414281	55.470129	83.208423	0.001735	1.1
463	-0.407761	54.741169	84.009251	0.003438	1.0
464	-0.376128	55.741154	82.914558	0.001374	1.0
465	-0.387004	56.728340	81.861504	0.001681	1.0
466	-0.434063	57.718032	80.832291	0.001207	1.1
467	-0.442684	56.996305	81.580260	0.002181	1.1
468	-0.434928	57.118815	81.452322	0.002396	1.2
469	-0.415990	56.410641	82.197470	0.001941	0.9
470	-0.406250	55.680081	82.980596	0.001098	0.9
471	-0.438041	56.627686	81.967648	0.001523	0.9
472	-0.392269	57.533390	81.022338	0.002125	1.0
473	-0.440644	58.356007	80.182447	0.003148	1.0
474	-0.430938	57.625283	80.927643	0.003502	1.0
475	-0.442234	58.624864	79.911707	0.001211	1.0
476	-0.414718	59.615310	78.929906	0.000416	1.0
477	-0.418564	59.465337	79.077017	0.001022	1.0
478	-0.444550	59.899023	78.653099	0.001462	1.0
479	-0.426852	60.105803	78.452572	0.002022	1.0
480	-0.416940	61.077618	77.523678	0.002683	1.2
481	-0.422410	62.077509	76.590631	0.001036	1.3
482	-0.427160	62.827987	75.904946	0.001712	1.0
483	-0.430815	62.120224	76.551271	0.001598	1.1
484	-0.433787	61.395770	77.224339	0.001029	1.0
485	-0.439677	62.319244	76.368418	0.001297	0.9
486	-0.434827	63.139122	75.624260	0.002694	0.9
487	-0.425450	64.001944	74.856627	0.001646	0.9
488	-0.424125	64.130162	74.743882	0.001847	0.9
489	-0.433619	65.129476	73.876670	0.002265	1.0
490	-0.424482	66.098230	73.054973	0.001138	1.1
491	-0.421560	65.372319	73.668959	0.000942	1.0
492	-0.465789	65.499378	73.560746	0.002406	0.9
493	-0.411947	64.800034	74.160330	0.001493	0.9
494	-0.443022	65.797554	73.308043	0.001139	1.0
495	-0.390945	65.156447	73.853543	0.001941	1.0
496	-0.449208	66.142528	73.017836	0.000990	1.1
497	-0.405177	66.240057	72.936207	0.001200	0.9
498	-0.445436	65.940589	73.187436	0.002412	0.9
499	-0.401576	65.226050	73.793927	0.001817	1.0
500	-0.425107	64.495955	74.424092	0.000909	1.2
501	-0.410068	65.139518	73.868057	0.001085	1.0
502	-0.421229	65.950934	73.178729	0.002758	1.0
503	-0.412621	66.192221	72.976221	0.001503	1.0
504	-0.427384	65.463180	73.591543	0.000892	1.0
505	-0.431169	65.298418	73.732045	0.001087	1.0
506	-0.417736	64.782630	74.175376	0.000775	1.0
507	-0.421344	65.546234	73.520921	0.000434	1.0
508	-0.421077	65.322276	73.711666	0.003119	1.0
509	-0.420125	65.348060	73.689656	0.001723	1.0
510	-0.437678	64.669274	74.273523	0.001091	1.0
511	-0.444286	64.062090	74.803697	0.001212	1.1
512	-0.419765	64.018460	74.842086	0.000655	0.9
513	-0.427697	64.080615	74.787410	0.001585	1.0
514	-0.424173	63.667468	75.152346	0.001364	1.0
