1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
339	-0.321507	0.000000	1726.120067	0.000481	0.8
340	-0.353799	0.000000	1726.120067	0.000382	1.0
341	-0.353880	0.000000	1726.120067	0.000220	1.0
342	-0.361156	0.000000	1726.120067	0.000266	0.9
343	-0.366594	0.000000	1726.120067	0.000635	0.9
344	-0.347586	0.000000	1726.120067	0.000121	0.9
345	-0.308254	0.000000	1726.120067	0.000168	1.0
346	-0.370887	0.320569	1700.166669	0.000294	0.9
347	-0.375945	1.030538	1645.376106	0.000135	0.8
348	-0.332483	0.358091	1697.179825	0.000309	0.9
349	-0.358038	1.148707	1636.597598	0.000230	0.9
350	-0.349452	0.705943	1669.981442	0.000448	0.9
351	-0.348604	0.000000	1726.120067	0.000486	0.9
352	-0.361157	0.971057	1649.830581	0.000208	0.9
353	-0.351911	0.231757	1707.278445	0.000353	1.0
354	-0.384441	0.000000	1726.120067	0.000628	0.9
355	-0.348466	0.000000	1726.120067	0.000561	1.0
356	-0.359105	0.000000	1726.120067	0.000308	0.9
357	-0.348102	0.000000	1726.120067	0.000497	0.9
358	-0.369416	0.755697	1666.162269	0.000916	1.0
359	-0.362934	0.014210	1724.952854	0.000296	0.9
360	-0.359221	0.000000	1726.120067	0.000615	0.9
361	-0.349539	0.000000	1726.120067	0.000304	0.9
362	-0.353711	0.000000	1726.120067	0.000499	0.9
363	-0.374666	0.000000	1726.120067	0.000611	0.9
364	-0.367257	0.000000	1726.120067	0.000356	0.9
365	-0.351066	0.000000	1726.120067	0.000439	1.2
366	-0.350464	0.962213	1650.494926	0.000673	1.0
367	-0.353165	0.220735	1708.165212	0.000466	0.9
368	-0.384830	1.154595	1636.162710	0.000306	0.9
369	-0.330847	0.414650	1692.697345	0.000422	0.8
370	-0.356553	1.373642	1620.143988	0.000572	1.0
371	-0.329377	0.820387	1661.222698	0.000505	1.1
372	-0.345611	0.222086	1708.056444	0.000496	1.1
373	-0.322515	0.000000	1726.120067	0.000496	1.1
374	-0.351068	0.000000	1726.120067	0.000220	1.0
375	-0.337361	0.000000	1726.120067	0.000207	1.1
376	-0.370598	0.000000	1726.120067	0.000392	0.9
377	-0.353386	0.000000	1726.120067	0.000587	0.9
378	-0.371099	0.000000	1726.120067	0.000272	0.8
379	-0.373311	0.000000	1726.120067	0.000583	0.8
380	-0.324943	0.934081	1652.611802	0.000853	0.8
381	-0.343263	1.934081	1580.552590	0.000577	0.9
382	-0.361790	2.934081	1514.514852	0.000135	0.9
383	-0.345932	3.262314	1494.025744	0.000238	0.9
384	-0.353006	3.848333	1458.790886	0.000409	0.9
385	-0.364635	3.121010	1502.777944	0.000411	1.1
386	-0.364808	2.394852	1549.422998	0.000241	0.9
387	-0.374149	3.393154	1486.012096	0.000429	0.8
388	-0.376771	2.679508	1530.797085	0.000166	0.8
389	-0.366296	3.669398	1469.371941	0.000444	0.8
390	-0.321995	4.641626	1413.659216	0.000466	0.9
391	-0.364042	3.900140	1455.755725	0.000320	0.9
